id,area_building,area_rtu,rtu_n,hp_list,hp
bc0ff412-68b7-4f6d-9e72-badad8310c11,34193,278,4,"['7.50', '3.00', '7.50', '2.00']",20.0
4d71dd72-8c15-47bb-824b-5f4ce855f36a,8662,201,5,"['2.90', '2.90', '2.90', '2.90', '2.90']",14.5
fce27ab0-7bc9-4f27-bad3-b9d93234d7ad,6741,105,4,"['2.40', '2.40', '2.40', '2.40']",9.6
95f6270d-f640-409e-9ff0-3a055fa1f90f,12249,153,5,"['2.40', '2.40', '2.40', '2.40', '2.40']",12.0
8d79e38e-fde3-4a8e-b8e4-a81bc220a4ff,7715,179,5,"['2.40', '2.40', '2.40', '2.40', '2.40']",12.0
90cb99ce-6521-4c99-96e3-38ad486e5ee8,7237,158,4,"['2.90', '2.90', '2.90', '2.90']",11.6
9955bd0c-4c71-45c6-abad-bc0bf2af1a57,13465,150,3,"['5.00', '3.00', '0.00']",8.0
fa6cc01e-d6f0-44b4-9e1b-768d29c1d606,7920,168,5,"['2.40', '2.40', '2.40', '2.40', '2.40']",12.0
b6a64dda-bb8c-4766-aaa6-d515dcf8154d,41833,183,3,"['5.00', '5.00', '5.00']",15.0
dccea32d-c85c-4540-a6d1-95101ed6e70b,54253,565,7,"['2.40', '15.00', '1.00', '1.00', '0.00', '0.00', '0.00']",19.4
cbeaaac3-f6d3-4927-9b4b-2dc2e8ccbbe6,5601,90,3,"['2.40', '2.40', '2.40']",7.2
80eab585-285b-4557-bbfe-ea5515633e94,7869,119,5,"['2.40', '2.40', '2.40', '2.40', '2.40']",12.0
542f4ab7-5d71-4428-ab11-027eae41c9de,8089,166,5,"['2.40', '2.40', '2.40', '2.40', '2.40']",12.0
995a6b7c-73a4-483d-965f-9d9b3082f1b8,6982,130,4,"['2.40', '2.40', '2.40', '2.40']",9.6
7ecc4f7f-839a-4d49-a95f-3eec69d0b4a3,26981,365,6,"['1.50', '3.00', '5.00', '5.00', '5.00', '3.00']",22.5
02aef735-0d10-4417-aab9-c9cb703dc63c,8012,168,5,"['2.40', '2.40', '2.40', '2.40', '2.40']",12.0
811ff936-6290-4afd-960d-54c52294420f,7433,103,4,"['2.40', '2.40', '2.40', '2.40']",9.6
90eced37-6410-458e-b6e7-746f1a086815,6554,104,4,"['2.40', '2.40', '2.40', '1.00']",8.2
ddb79ea2-7867-4ac5-8eed-da5f4922211b,10493,187,6,"['1.50', '1.50', '1.50', '1.50', '1.00', '1.00']",8.0
f05fbbc8-b109-45b1-bfbd-caf0882a1066,45486,292,8,"['2.90', '2.90', '2.90', '2.90', '2.90', '2.90', '2.90', '2.90']",23.2
88996335-e2cc-4535-be59-921baceb7e97,32915,240,4,"['3.00', '3.00', '5.00', '5.00']",16.0
2552b4da-3263-4526-9d23-0bcc22fd7ba1,6829,131,4,"['2.40', '2.40', '2.40', '2.40']",9.6
50fb1db5-1b4a-4bd3-a5ea-d0c8dab6cc86,8112,124,5,"['1.50', '2.40', '2.40', '2.40', '2.40']",11.1
e93a0774-6e15-4c85-8a48-279063c5b471,27326,178,2,"['20.00', '2.90']",22.9
9645f48c-422e-4336-9a1f-f9dccd66a47e,45549,189,5,"['7.50', '0.33', '0.33', '0.50', '0.00']",8.66
d9986549-e7c3-426f-b3fc-719a278ea11d,6600,131,4,"['2.40', '2.40', '2.40', '2.40']",9.6
2769b1b3-e498-42ca-8600-b1653e998ab6,7941,80,2,"['3.70', '3.70']",7.4
c3042177-3434-4aec-bfc8-7875f6e4ef68,6343,97,3,"['2.40', '2.90', '2.40']",7.7
e35a160d-43c4-43f0-a957-008f5058fbb6,1246,36,1,['3.70'],3.7
322e1f66-7991-4693-9d78-f9dfa9e68f75,7908,90,4,"['2.90', '2.90', '2.90', '2.90']",11.6
1b98236b-c5fd-4696-9e05-ed61fe59a187,6311,81,4,"['2.40', '2.40', '2.40', '2.90']",10.1
fbb3b5cf-8c71-46d6-9d68-ef18b286a271,5526,42,1,['5.00'],5.0
c35d9bc8-511d-48f8-a12b-f1971c1647ea,44891,386,3,"['10.00', '0.00', '0.00']",10.0
7cb87740-4778-4bc3-b1f6-3f427b7853c5,69418,337,7,"['5.00', '0.00', '0.00', '15.00', '0.00', '0.00', '0.00']",20.0
9c5a1e91-5160-4836-9747-f1ea011f0b1e,6919,133,4,"['2.40', '2.40', '2.40', '2.40']",9.6
9bb6ea76-82b2-4ac8-8e5c-ae7e8540c0e4,73264,563,7,"['5.00', '5.00', '5.00', '3.00', '5.00', '7.50', '5.00']",35.5
612bb68a-927a-4e53-9fa2-323c6ede4622,7248,89,4,"['2.40', '2.40', '2.40', '2.40']",9.6
70efbd51-da96-443d-b0de-b5f9ebcf368b,44227,227,3,"['5.00', '7.50', '3.00']",15.5
ac27d2af-7e3c-416e-8a22-6b7d2de42c8b,23015,255,4,"['0.00', '7.50', '5.00', '5.00']",17.5
d0e0ae0f-efd1-47a6-b38b-170373189594,7803,140,4,"['2.40', '2.40', '2.40', '2.40']",9.6
cc2da9c5-1856-4eff-9b44-405ce7cdd538,7756,176,5,"['1.00', '2.40', '2.40', '2.40', '2.40']",10.6
ad5379a9-5304-4c20-894d-44487fa560eb,7402,122,5,"['2.40', '2.40', '2.40', '2.40', '2.40']",12.0
8e1bd5f4-f4a0-42a6-9ab3-0b35b866c6b1,7302,110,4,"['2.40', '2.40', '2.40', '2.40']",9.6
d00458d1-2efa-4587-82ea-9d9a341b6fc4,54587,187,5,"['2.00', '7.50', '0.33', '0.00', '0.00']",9.83
840ce469-f8d9-4261-abda-596ff8432934,30039,744,11,"['7.50', '7.50', '7.50', '0.75', '0.75', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00']",24.0
34e479ef-0873-40f8-a452-76c6a65ce0e9,8736,124,5,"['2.40', '2.40', '2.40', '2.40', '2.40']",12.0
0f6a8183-e47b-4134-8d98-4ecb1d23f065,6311,83,2,"['2.40', '2.40']",4.8
d981f59d-9d99-4844-a78e-5ef9db9129b1,7797,155,5,"['2.40', '2.40', '2.40', '2.40', '3.00']",12.6
1fa45888-9753-4b25-bb64-07215431a5ba,23614,146,4,"['5.00', '5.00', '5.00', '5.00']",20.0
99651c2a-0f10-4b3f-8446-6c7c405476f3,5503,78,3,"['2.90', '2.90', '2.90']",8.7
c186ac6e-cb5d-4cf1-ba0b-e989f833f4ce,10509,150,4,"['2.40', '2.40', '2.40', '2.40']",9.6
3b837a36-1103-4aaa-904b-c9979db06823,27907,147,6,"['3.00', '2.00', '2.00', '2.90', '2.40', '2.40']",14.7
670bd4c9-9edf-4af9-850e-faac56db6157,45955,366,7,"['5.00', '3.00', '5.00', '5.00', '2.00', '2.00', '2.00']",24.0
d571f01e-b46d-458f-a257-424916073fc5,51989,563,6,"['1.00', '0.00', '7.50', '1.00', '40.00', '1.00']",50.5
7b407d88-d51b-4451-8df6-a31165b12dcb,45888,93,4,"['5.00', '0.33', '0.30', '0.30']",5.93
d1fcddf6-2c57-40d7-8233-3d3cc43f1e3d,41916,421,8,"['7.50', '3.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00']",10.5
67726fc6-066c-40c8-a1b5-7a67d7a1d3e0,8445,183,5,"['2.40', '2.40', '2.40', '2.40', '2.40']",12.0
e09d27e7-06d4-4abe-a9ef-8b4c175358fe,10341,115,4,"['2.90', '2.90', '2.90', '2.90']",11.6
a627dd4f-044f-48d7-ac7a-36009aa45836,5312,72,3,"['2.40', '2.40', '2.40']",7.2
182b40f5-8324-4cc1-bcdd-f658102e39ec,7652,167,5,"['2.40', '2.40', '2.40', '2.40', '2.40']",12.0
e971e3c0-33d4-46f7-8f4d-81e24d0df650,7952,104,3,"['2.40', '2.90', '3.70']",9.0
2e78c411-5b64-48a3-912c-e61f912d46a6,7454,99,4,"['2.40', '2.40', '2.40', '1.50']",8.7
ad8084f8-3697-4fe6-bf36-b8ffc86f7636,50861,633,7,"['1.50', '5.00', '1.00', '2.40', '15.00', '5.00', '1.50']",31.4
95fdb5e3-a086-4cb2-a5fd-ecdf71f8f17c,7041,129,4,"['2.40', '2.40', '2.40', '2.40']",9.6
06181689-6a10-4668-8fdc-361ebc35054c,7334,99,4,"['2.90', '2.90', '2.90', '2.90']",11.6
3df70c06-d94a-4f75-80aa-542a59cd79ac,7457,150,5,"['2.40', '2.40', '2.40', '2.40', '2.40']",12.0
1eff2687-71af-4530-b148-37a235acb0d8,8624,92,4,"['2.40', '2.40', '2.40', '2.40']",9.6
3f27c18d-406d-4729-ad9e-8da4085d0dee,63002,396,7,"['3.00', '0.00', '7.50', '2.00', '3.00', '7.50', '0.75']",23.75
306363ee-dc91-44f8-82fa-c3304123407d,8620,117,5,"['2.40', '2.40', '2.40', '2.40', '2.40']",12.0
c8bf39b9-f1b0-48be-8a1e-ae2f21e69634,26192,322,9,"['5.00', '5.00', '5.00', '5.00', '5.00', '5.00', '5.00', '5.00', '5.00']",45.0
085deedf-fb7f-4bfd-b1bd-a7c23a720c73,83772,797,11,"['2.00', '2.00', '7.50', '5.00', '7.50', '5.00', '2.00', '2.00', '2.00', '7.50', '3.00']",45.5
d9f2c537-60e6-438d-9ee9-e36603fbf675,8113,117,4,"['2.40', '2.40', '2.40', '2.40']",9.6
914ba6f0-eb47-43f7-9aaf-e4ec6a9e0cd0,42347,375,6,"['3.00', '0.00', '10.00', '5.00', '2.00', '0.75']",20.75
a047dc53-fb68-48a2-8d7c-b0779f13142f,46115,236,5,"['3.00', '1.50', '2.00', '0.00', '0.00']",6.5
d6971bce-33b2-43b2-a7e7-80bb3df4392d,6964,104,4,"['2.40', '2.40', '2.40', '2.40']",9.6
ae24142a-871e-44f1-b16b-58ad632226d0,7319,104,4,"['2.40', '2.40', '2.40', '2.40']",9.6
c65e46bd-e845-402b-88dc-49ad1e27ef84,5488,70,3,"['2.40', '2.40', '2.40']",7.2
6fb2b89b-5ec2-432d-ad58-1351f7918c2c,40665,199,5,"['3.70', '3.70', '3.70', '2.40', '0.00']",13.5
8242aa28-ad36-4b0d-8562-f1defb725f02,52032,761,10,"['1.00', '5.00', '3.00', '5.00', '5.00', '5.00', '3.00', '5.00', '5.00', '5.00']",42.0
ac21ba7d-3edb-4d05-981c-3116aac18175,15621,463,8,"['5.00', '5.00', '2.00', '1.50', '2.00', '2.00', '1.50', '2.00']",21.0
14511bb5-d2c5-45f3-9287-276e87dd85bd,7768,162,5,"['2.40', '2.40', '2.40', '2.40', '2.40']",12.0
6ab18a12-23c8-4c57-80d0-09af0e379123,8163,128,4,"['2.40', '2.40', '2.40', '2.40']",9.6
548315a9-074d-47f7-bc83-c8aeb0ad0337,47087,449,6,"['5.00', '0.00', '0.00', '0.00', '0.00', '0.00']",5.0
d83de3f1-e215-48f3-83ad-237850e6461c,34135,374,5,"['1.50', '3.00', '5.00', '5.00', '5.00']",19.5
11064e20-1568-4aa5-9ac8-74b60e91453d,7446,85,4,"['2.40', '2.40', '2.40', '2.90']",10.1
ef61268a-6cb8-4a66-a955-7eeaa228470e,6508,133,4,"['2.40', '2.40', '2.40', '2.40']",9.6
4268b88e-0192-4e44-b8ed-b70c950eaf5b,44031,441,8,"['2.00', '3.00', '3.00', '3.00', '3.00', '1.00', '3.00', '1.00']",19.0
35b05b3d-40f0-4ca2-bff4-cedfc35e61f6,25064,171,3,"['1.00', '10.00', '2.00']",13.0
e469cdff-1616-4295-a34a-8c6a9a191b2b,7281,85,4,"['2.90', '2.90', '2.90', '2.90']",11.6
84c0eb13-6be3-4cfe-ba4a-21e6bb232eef,31432,74,1,['10.00'],10.0
9055e864-f3f0-4e23-a9b2-8277e4612dc6,7879,141,5,"['1.50', '2.40', '2.40', '2.40', '2.40']",11.1
2294bae4-12c9-40f8-a1d8-ec5088684241,8873,157,5,"['2.40', '2.40', '2.40', '2.40', '2.40']",12.0
6eb73545-f79c-498d-9c47-5fbefc67f75f,16957,277,8,"['2.90', '2.40', '2.40', '2.40', '2.40', '2.40', '2.40', '2.40']",19.7
dc24633e-698a-49ef-b0d3-8040772323da,9107,187,5,"['2.40', '2.40', '2.40', '2.40', '2.40']",12.0
3c74ac0d-9793-4735-874e-ad8a555e18f7,46223,90,1,['7.50'],7.5
262f69cb-0669-4fa6-ba94-e81de437e7fb,49809,269,4,"['0.00', '3.00', '1.50', '1.50']",6.0
0922a994-4b02-4774-9367-94eef95e1372,46717,412,5,"['5.00', '5.00', '3.00', '5.00', '5.00']",23.0
534a7f14-2a31-4072-97b7-e52266917192,6769,142,4,"['2.40', '2.40', '2.40', '2.40']",9.6
18681fef-8fcf-4cd2-954a-0cb535af9a80,4981,117,2,"['5.00', '5.00']",10.0
327f9bf0-88f5-4eaa-9fb5-b2796875c7a5,6556,102,4,"['2.40', '2.40', '2.40', '2.40']",9.6
1b777737-66d0-4029-9c23-b8713749a431,51555,510,8,"['3.00', '3.00', '3.00', '3.00', '3.00', '1.00', '3.00', '0.00']",19.0
df971700-d3eb-4966-b378-7105bca4f0ca,55308,293,7,"['3.00', '2.40', '2.40', '1.00', '1.00', '5.00', '0.00']",14.8
31b9c5a0-0d33-45a1-a748-dd1538e9c6d9,7254,87,4,"['2.40', '2.40', '2.40', '2.40']",9.6
db14c395-4ea9-49f3-8549-4e639b32d2d5,6448,136,4,"['2.40', '2.40', '2.40', '2.40']",9.6
70d7f55b-d6d0-4ea3-9848-5a7ddb97aae1,16336,335,5,"['5.00', '5.00', '5.00', '5.00', '1.00']",21.0
de109e85-2b0f-4c82-81c3-647d376cab1d,7786,101,4,"['2.90', '2.90', '2.90', '2.90']",11.6
9d73c97c-569c-4009-9577-2b2e9de45373,42752,268,5,"['5.00', '3.00', '2.40', '2.00', '0.00']",12.4
6d7be60f-1deb-4a56-8133-c2cad7119517,10343,110,6,"['1.00', '1.00', '1.00', '1.00', '1.00', '1.00']",6.0
3d7d813f-3f5d-464b-917c-e57208d80516,151185,933,10,"['20.00', '0.00', '20.00', '20.00', '0.00', '20.00', '0.00', '3.00', '20.00', '0.33']",103.33
23bc55f3-81d2-4ab9-881e-698100705368,89246,668,10,"['7.50', '10.00', '10.00', '7.50', '10.00', '10.00', '0.00', '5.00', '10.00', '2.40']",72.4
e0433b0b-02c9-4801-a066-52a158163a02,5529,59,3,"['2.40', '2.40', '2.40']",7.2
fb42450e-4b54-41be-bfb9-9bf1ce784c6d,7800,161,5,"['2.40', '2.40', '2.40', '2.40', '2.40']",12.0
025db86f-d90b-499e-8dd1-216ee2bc3598,4975,95,3,"['2.40', '2.40', '2.40']",7.2
12e79542-87dd-43ad-933e-c1e9cab62163,5415,66,3,"['2.40', '2.40', '2.40']",7.2
4cb83be1-4cd1-4ec9-a7dc-6097930541d6,12173,150,4,"['2.90', '2.40', '3.70', '3.70']",12.7
693a8e95-daa3-4bd7-ae2d-9969bd90b0ab,53534,504,5,"['7.50', '0.30', '2.00', '1.00', '0.00']",10.8
0ac18a36-77bc-4411-b1ab-1339904b5799,48427,578,8,"['1.50', '0.00', '0.00', '5.00', '0.00', '7.50', '7.50', '7.50']",29.0
d708a81e-746e-4025-9311-c36ab5ae0e85,7051,136,4,"['2.40', '2.40', '2.40', '2.40']",9.6
565c980f-4d69-4955-aa82-23d0b3ffa2fb,30300,296,3,"['20.00', '0.00', '0.50']",20.5
1141960d-8701-44a5-9686-2317f62ff6a6,7852,100,4,"['2.90', '2.90', '2.90', '2.90']",11.6
d36b60c1-9d89-40dd-8108-509870595db7,7335,144,4,"['2.90', '2.90', '2.90', '2.90']",11.6
46b1666d-cd99-4f1b-85f0-d211c462d324,7994,99,4,"['2.40', '2.40', '2.40', '2.40']",9.6
56895fb0-3817-41d4-81cc-0e7ffe2a6b22,8015,88,4,"['2.40', '2.40', '2.40', '2.40']",9.6
cd3ff55e-b822-491e-b658-63aa897dec1b,8542,129,5,"['2.40', '2.40', '2.40', '2.40', '2.40']",12.0
3a09c248-d5d7-4b9a-a651-b35df985de97,54422,803,7,"['0.00', '2.00', '1.00', '1.50', '0.00', '5.00', '1.00']",10.5
b983de58-bc1b-4113-aedc-41fcca8e6caa,61056,278,3,"['10.00', '2.40', '10.00']",22.4
02a25ea3-a085-49dd-a784-1b06d07e30f4,6612,132,4,"['2.40', '2.40', '2.40', '2.40']",9.6
118f2273-12fa-4463-ae50-0387b8c281bc,10786,130,4,"['2.90', '2.90', '2.90', '2.90']",11.6
0508c4a0-cdf8-4d3f-9dd9-9de1a986e3e6,8015,190,5,"['0.33', '2.40', '2.40', '2.40', '2.40']",9.93
9afb035e-128b-4f3b-8b51-1f681ca72c31,53039,166,4,"['7.50', '5.00', '0.00', '0.00']",12.5
144e7a79-a888-4c83-ba25-76f88fb5607c,8196,39,1,['3.70'],3.7
9bc02415-604e-4cfd-89df-d9e3b99b61d7,41974,342,3,"['3.00', '1.50', '20.00']",24.5
d4f4bbd8-8b18-4665-9625-6a1402ab3caf,31401,339,8,"['3.00', '1.00', '1.00', '7.50', '7.50', '0.50', '0.00', '0.00']",20.5
3660ed4a-adb7-41bb-ab61-95d1f91ba9b5,11428,168,4,"['1.50', '1.50', '1.50', '0.00']",4.5
8ab50090-7d50-48a2-9905-f8e920c39f8c,18958,172,2,"['7.50', '7.50']",15.0
afad7182-5f41-4c1f-a333-37e2a3e6a2cc,5539,72,3,"['2.40', '2.40', '2.40']",7.2
237a4d21-b105-4d75-8d1a-1e40af759e19,8155,99,4,"['2.90', '2.90', '2.90', '2.90']",11.6
17a8998b-282f-4945-800e-e7f205ed2b23,8140,77,2,"['2.90', '2.90']",5.8
10e02629-578b-4b6c-844b-7fb79bc7268e,26508,242,5,"['3.00', '1.00', '7.50', '7.50', '2.40']",21.4
5091478c-e940-459c-9dcd-ef1530e86327,6471,137,4,"['2.40', '2.40', '2.40', '2.40']",9.6
43794a3b-e1f6-4044-91a2-e591b90a507e,49259,169,5,"['0.00', '2.00', '0.00', '0.00', '0.00']",2.0
c6c0b624-c710-4f1a-8aed-d6004e5bb35c,6848,126,4,"['2.40', '2.40', '2.40', '2.40']",9.6
8d8155c2-319a-41ba-8293-bc83599cb7bf,6405,147,4,"['2.40', '2.40', '2.40', '2.40']",9.6
fb29c947-ef09-41b5-9a96-3494f28777e4,50113,416,7,"['10.00', '7.50', '5.00', '1.50', '5.00', '1.00', '1.50']",31.5
81781c0f-21f0-4f9b-8656-38c5c2b8ada5,11012,171,4,"['3.00', '3.00', '3.00', '3.00']",12.0
a21ac000-6d96-4e53-9040-b4457ba5f70c,6342,104,4,"['2.90', '2.90', '2.90', '2.40']",11.1
aa7d458e-7cba-4c22-8ce0-fa675cd997ce,7190,153,5,"['2.40', '2.40', '2.40', '2.40', '2.40']",12.0
57feedd0-567e-40dc-9146-41cba2928947,6849,136,4,"['2.40', '2.40', '2.40', '2.40']",9.6
7a5d9c73-4ced-4541-a089-e209cf5df9b0,25799,396,5,"['3.00', '2.40', '1.00', '0.00', '0.00']",6.4
489f63a9-7130-4766-8610-913065a1fe31,6945,167,5,"['2.40', '2.40', '2.40', '2.40', '2.40']",12.0
72b930a3-140b-48cb-aea0-eb6ab6030c07,55109,880,7,"['1.00', '2.40', '15.00', '1.00', '2.00', '10.00', '0.00']",31.4
57c2df66-3f8e-4b44-a560-40923959d203,5568,83,3,"['2.40', '2.40', '2.40']",7.2
3555f983-9049-4ace-828b-ce14a9f19cb2,5470,67,3,"['2.40', '2.40', '2.40']",7.2
853e4c14-dec9-4ea7-89f8-5e42218837fa,7803,170,5,"['2.40', '2.40', '2.40', '2.40', '2.40']",12.0
2c23f54d-1991-4357-b18f-b0ea8dcdbeaf,7871,154,5,"['2.40', '0.33', '2.40', '2.40', '2.40']",9.93
d8cb372c-be7f-4a2b-aaf2-30a8f6af5c30,8070,184,5,"['2.40', '2.40', '2.40', '0.33', '2.40']",9.93
8e2421c5-42b1-4df4-9df7-969162acb948,5955,111,4,"['2.00', '2.00', '2.00', '2.00']",8.0
004d813b-b929-4987-939c-ccb492cbaf34,13274,182,4,"['0.00', '0.00', '2.00', '2.00']",4.0
cc5a3f8b-aab5-42da-b1c0-661c0f544648,45467,29,1,['2.00'],2.0
ccc9c227-4544-4c84-a873-7eac4cb9db35,6807,135,4,"['2.40', '2.40', '2.40', '2.40']",9.6
301e1bba-8afc-4d69-a8e9-153197161df9,6664,133,4,"['2.40', '2.40', '2.40', '2.40']",9.6
14b2a197-b981-4f58-a832-c1a74b1805f1,6930,86,4,"['2.90', '2.90', '2.90', '2.90']",11.6
905d9ac9-7b82-498a-a662-6913f0ddfabf,6803,139,4,"['2.40', '2.40', '2.40', '2.40']",9.6
9e51019d-afe4-4cbb-b761-ee1bcf2d1ecb,8730,156,5,"['2.40', '2.40', '2.40', '2.40', '2.40']",12.0
6022006a-8e8f-429b-b380-21505127f0a6,5540,80,3,"['2.40', '2.40', '2.40']",7.2
24d2c91e-5e10-4232-8ba8-00f491a19cb5,1447,35,1,['3.70'],3.7
77525ab0-c389-49bc-8cdb-34ecf32bf29f,8106,185,5,"['2.40', '2.40', '2.40', '2.40', '2.40']",12.0
b7b35db2-17e9-48bf-a4ac-a2ac533f5ca4,8565,137,5,"['2.90', '2.40', '2.90', '2.40', '2.40']",13.0
4410a0e4-c5d4-4812-a297-5992da520acc,8881,117,5,"['2.40', '2.40', '2.40', '2.40', '2.40']",12.0
44dd3eb9-86f1-4675-b5bf-dc5bfb7e711b,5899,90,4,"['2.40', '2.40', '2.40', '2.40']",9.6
bb28dd02-ed82-4f71-b9f7-2018078c0007,8472,118,5,"['2.40', '2.40', '2.40', '2.40', '2.40']",12.0
ed308afe-d36f-4cb7-9b58-b0aad9014951,30525,580,8,"['3.00', '3.00', '3.00', '3.00', '3.00', '3.00', '3.00', '3.00']",24.0
b8e81ad0-2463-42ce-a6e9-4e8b35a00455,4932,265,5,"['0.00', '5.00', '0.00', '0.00', '5.00']",10.0
84852b1d-02e7-4158-8c0f-2fddfd6a95da,24467,263,4,"['3.00', '7.50', '5.00', '0.00']",15.5
99bb4df9-adba-4776-a553-1d8e115864eb,48674,189,4,"['5.00', '5.00', '0.00', '0.00']",10.0
